SMILES,CHANNEL_OUTCOME,assay_type
O=P(OC)(OC)OC(\C)=C\C(=O)NC,inactive,Liver
Fc1ccc(cc1Cl)N(C(=O)c2ccccc2)C(C)C(=O)OC(C)C,inactive,Liver
CNCCCC24CCC(c1ccccc12)c3ccccc34,antagonist,Liver
O=C(O)[C@@H](S)[C@H](S)C(O)=O,inactive,Liver
C/C(C)=C\CCC(\C)=C\CCC(\C)=C\CCC(C)=CCCC(C)=O,inactive,Liver
CC(C)(C)c1ccc(cc1)OC2CCCCC2OS(=O)OCC#C,antagonist,Liver
Clc1ccc(cc1)[C@@H]2SC(=O)N([C@H]2C)C(=O)NC3CCCCC3,antagonist,Liver
OCCSCSCCO,inactive,Liver
C=C(C)C(=O)OCCOC3CC1CC3C2C=CCC12,inactive,Liver
CN1CCN(CC1)CCC(=O)N2c4ccccc4Sc3ccc(cc23)C(F)(F)F,antagonist,Liver
O=S(N)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,inactive,Liver
CCO[Si](OCC)(OCC)CCCS,inactive,Liver
OCC(CO)(CO)CO,inactive,Liver
Cl.NC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c3c(O)cccc3[C@@]4(C)O,inactive,Liver
CCO[Si](OCC)(OCC)CCCCC,inactive,Liver
C1CCCCN1CN2CCCCC2,inactive,Liver
Cc1nc(nc(OC(=O)N(C)C)c1C)N(C)C,inactive,Liver
[Cl-].C[N+](C)(CC)c1cccc(O)c1,inactive,Liver
C[C@H]2CN(CC(C)Cc1ccc(cc1)C(C)(C)CC)C[C@@H](C)O2,agonist,Liver
CC(C)CN1CCC3(CC1)NC4=C2NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)C=CO[C@@]6(C)Oc5c(C)c(O)c(C2=O)c(C4=N3)c5C6=O,antagonist,Liver
CO[Si](CCCOC(=O)C(=C)C)(OC)OC,inactive,Liver
O=C(OCC/C=C\CC)C(C)C,inactive,Liver
C[C@H](O)C(=O)OCC,inactive,Liver
O=C(O)CCCCCCC/C=C\CCCCCCCC,inactive,Liver
Fc1cccc(F)c1C(=O)NC(=O)Nc3cc(Cl)c(Oc2ncc(cc2Cl)C(F)(F)F)c(Cl)c3,antagonist,Liver
Cc1ccc(cc1[N+](=O)[O-])C(=O)O,inactive,Liver
OCCOC(C)CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO,antagonist,Liver
Cc1ccc(cc1)S(=O)([O-])=O.CC(C)C[P+](C)(CC(C)C)CC(C)C,inactive,Liver
Cc1cnccn1,inactive,Liver
CNC(=S)NN,agonist,Liver
CC(C)(C)C(=O)OCOC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N)c1ccccc1)[C@H]3SC2(C)C,inactive,Liver
COCCc1ccccn1,inactive,Liver
CC1(C)CC(O)CC(C)(C)N1C,inactive,Liver
CC(C)CCNC(C)CCCC(C)C,inactive,Liver
[Na+].O=S([O-])(=O)c1cc(cc(c1)C(=O)OC)C(=O)OC,inactive,Liver
FC(F)(F)S([O-])(=O)=O.C[n+]1ccn(CCCCCCCCCC)c1,agonist,Liver
CC1(C)C(=O)N(CO)C(=O)N1CO,inactive,Liver
COC(=O)c1cccnc1,inactive,Liver
CC(CC)CO,agonist,Liver
Cl.CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3cccs3,inactive,Liver
O=C(CC)N(C1CCNCC1)c2ccccc2,agonist,Liver
Oc1ccc(cc1)C(C)(CC)c2ccc(O)cc2,agonist,Liver
CCCCCCCCCCN,inactive,Liver
Oc1cc(C)c(Cl)c(C)c1,agonist,Liver
F[B-](F)(F)F.CC[n+]1ccccc1,inactive,Liver
CC(C)c1cccc(C(C)C)c1N,agonist,Liver
CO[C@@H]4COCC[C@@H]4[NH2+][C@H]1C[C@](CC1)(C(=O)N2Cc3cc(cnc3CC2)C(F)(F)F)C(C)C.[O-]C(=O)CCC(=O)O,inactive,Liver
O=C(OCC)c1c2CCN(Cc2sc1N)Cc3ccccc3,inactive,Liver
O=S(Cl)(=O)c1ccc(NC(C)=O)cc1,inactive,Liver
Oc3ccc1ccccc1c3/N=N/c2ccccc2,antagonist,Liver
CC1=CN(C(=O)NC1=O)[C@H]2C[C@H](F)[C@@H](CO)O2,agonist,Liver
O=C(NO)c1ccccc1,agonist,Liver
Cl.COc1ccc(cc1)CN(CCN(C)C)c2ncccn2,inactive,Liver
O=CC=O,inactive,Liver
C=CC(C)(C)C,inactive,Liver
Clc1cc(Cl)ccc1OP(=S)(OCC)SCCC,inactive,Liver
Cl.Cc1ccc(N)c(C)c1,inactive,Liver
CC(CC)NC(N)=O,inactive,Liver
O=C2c1ccccc1C(=O)c3c2c(N)c(cc3O)Oc4ccccc4,inactive,Liver
Cc1cc(ccc1SC)OP(=S)(OC)OC,inactive,Liver
CN(C)CC(C)CC2c3ccccc3CCc1ccccc12,agonist,Liver
[Cl-].C[n+]2ccn(Cc1ccccc1)c2,inactive,Liver
NCCOCCN,inactive,Liver
CC(=O)c1ccc2ccccc2c1,agonist,Liver
[Cl-].C/[N+](C)=C\Cl,inactive,Liver
O=S(=O)(O)c1ccc(C)cc1.CC(C)N(CC)C(=O)c1cc(C)cc(c1)OC[C@H](C)Nc2ccncc2,inactive,Liver
Cc1cc(nc(n1)n2nc(C)cc2OC)OC,inactive,Liver
CC=1C=CCC(C)(C)C=1C=O,inactive,Liver
O=[N+]([O-])c2ccccc2c1ccccc1,inactive,Liver
CCCCNP(N)(N)=S,inactive,Liver
CC2(C)C1CC(=O)C2(C)CC1,inactive,Liver
Cl/C(Cl)=C(\Cl)CSC(=O)N(C(C)C)C(C)C,inactive,Liver
[Na+].[O-]S(=O)CO,inactive,Liver
[O-][N+](=O)CCO,agonist,Liver
Clc2ccc3C(=O)c1ccccc1C(=O)c3c2,inactive,Liver
OC(=O)c1ccc(O)cc1,inactive,Liver
Clc1ccccc1N2CCNCC2,inactive,Liver
C[Si](C)(C)N[Si](C)(C)C,inactive,Liver
FC(F)(F)C(=O)Nc1ccc2c3ccccc3Cc2c1,inactive,Liver
CP(=O)(OC)OC,inactive,Liver
CC(=O)NCCO,inactive,Liver
OC1CCC(CC1)C2CCCCC2,agonist,Liver
[Na+].O.O.ClN1C([O-])=NC(=O)N(Cl)C1=O,inactive,Liver
CC(C)CNCC(C)C,inactive,Liver
ClCC(Cl)=O,inactive,Liver
O=C(CCCCCCC)OCCCCCC,inactive,Liver
O=[N+]([O-])c1cc(N)ccc1F,inactive,Liver
O=C(NCC(=O)O)[C@@H](NC(=O)CC[C@H](N)C(=O)O)CS,inactive,Liver
O=S(=O)(Nc1ccc(Cl)nn1)c2ccc(N)cc2,inactive,Liver
OCc1ccc(cc1)C(C)C,inactive,Liver
CC(O)CO,antagonist,Liver
C=COCCOCCOC=C,inactive,Liver
COc1ccc(Cl)cc1C,inactive,Liver
O=C(O)/C=C/C(=O)O.Oc2ccc3C[C@H]1[C@H](C)[C@](C)(CCN1C)c3c2.Oc2ccc3C[C@H]1[C@H](C)[C@](C)(CCN1C)c3c2,inactive,Liver
CC1(N=C(NC1=O)c2ncc(CC)cc2C(=O)O)C(C)C,inactive,Liver
Cl[V](Cl)(C1C=CC=C1)C2C=CC=C2,inactive,Liver
[Cr+3].[O-]C(=O)c1ccccn1.[O-]C(=O)c1ccccn1.[O-]C(=O)c1ccccn1,inactive,Liver
C\C(C)=C\CCC(C)CCO,inactive,Liver
CCCCc1ccccc1,inactive,Liver
[Na+].[O-]C(=O)CF,inactive,Liver
O=C(O)c1c(Cl)ccc2cc(C)cnc12,inactive,Liver
Cl.C[C@@H]1CCC[C@H](C)N1,inactive,Liver
COC1CCC(CC1)C(C)(C)CC,inactive,Liver
CC(=O)Nc1ccc2c3ccccc3Cc2c1,inactive,Liver
Cc1csc(C)c1N([C@@H](C)COC)C(=O)CCl,inactive,Liver
Cc2cc(Nc1ccccc1)ccc2,antagonist,Liver
Nc1ccc(cc1)S(=O)(=O)NC(C)=O,inactive,Liver
CC(C(=C/C(=N\O)C(=O)N)/CC)[N+]([O-])=O,inactive,Liver
Oc1ccc(CCCCCCC(C)C)cc1,antagonist,Liver
OC=1C(=O)O[C@H]([C@@H](O)COC(=O)CCCCCCCCCCCCCCC)C=1O,inactive,Liver
CC(=O)CC(C)(C)O,inactive,Liver
O=C(OCC)CC1(C)OCC(C)O1,inactive,Liver
CCCCCCCO,inactive,Liver
Oc1cc(O)cc2CCCCC[C@@H](O)CCC[C@H](C)OC(=O)c12,agonist,Liver
Nc1cccc(Cl)c1C,inactive,Liver
O=S(=O)(Nc1nnc(CC(C)C)s1)c2ccc(OC)cc2,inactive,Liver
O=C(C)c1cc(ccc1O)NC(=O)CCC,inactive,Liver
Cl.CC(=O)[C@@]4(O)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c5c(O)c3C(=O)c2c(OC)cccc2C(=O)c3c(O)c5C4,antagonist,Liver
O=C(O)Cn1cnnn1,inactive,Liver
O=NN1CCNCC1,inactive,Liver
Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,agonist,Liver
O=C(NC)c1ccccc1,inactive,Liver
O=C1N(C(=O)OC1(C)C=C)c2cc(Cl)cc(Cl)c2,inactive,Liver
O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2,agonist,Liver
Cl.NCC1(CCCCC1)CC=2NC(=O)ON=2,inactive,Liver
COc1ccc(cc1C=O)OC,inactive,Liver
C1C=CCCC=CCCC=CC1,inactive,Liver
Cl.NC(=O)C(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1cc(OCCCOC)c(cc1)OC)C(C)C)C(C)C,inactive,Liver
CC3(C)c2c(ccc1ccccc12)N=C3C,agonist,Liver
O=C3C[C@@H]4CC[C@@H]2[C@H](CC[C@@]1(C)[C@H]2CC[C@]1(C)O)[C@@]4(C)C\C3=C\O,antagonist,Liver
CCCCCCN,inactive,Liver
[O-][N+](=O)c2ccccc2Nc1ccccc1,inactive,Liver
ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,inactive,Liver
OCCOCCOCCOCCC,inactive,Liver
CC(C)(C)c1ccc(cc1)CCOc3ncnc2ccccc23,agonist,Liver
Cc1ccccc1C,inactive,Liver
O.O.OC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)N[C@@H](CCc1ccccc1)C(=O)O,inactive,Liver
BrCCOc1ccccc1,inactive,Liver
CC=1CCCC(C)(C)C=1/C=CC(\C)=C\C=C\C(\C)=C\C=O,antagonist,Liver
CCCCCCCCCCCCCCO,inactive,Liver
CCOCCOCCOCC,inactive,Liver
[Cl-].C[N+](C)(Cc1ccccc1)CCCCCCCCCCCCCCCCCC,antagonist,Liver
CS(=O)(=O)Nc1cc(c(Cl)cc1Cl)N2N=C(C)N(C2=O)C(F)F,inactive,Liver
O=S(=O)(O)O.Clc1ccccc1[C@H](N2CCc3sccc3C2)C(=O)OC,inactive,Liver
Cl.COc1cc(CC)c(cc1C[C@H](C)N)OC,inactive,Liver
CC1=CCC(CC1=O)C(C)=C,inactive,Liver
CC(C)OS(C)(=O)=O,inactive,Liver
CN(C)C(=S)SC(=S)N(C)C,antagonist,Liver
CC(=O)[C@@]3(OC(C)=O)CC[C@H]2[C@@H]4C=C(Cl)C1=CC(=O)CC[C@]1(C)[C@H]4CC[C@@]23C,antagonist,Liver
O=C1OC(=O)CC1\C=C\CCCCCCCCCCCCCCCC,inactive,Liver
O=C1CCC(CC1)C2CCCCC2,agonist,Liver
[Br-].CCC[N+]1(C)CCCCC1,inactive,Liver
O=C(O)[C@@H](N)Cc2cc(I)c(Oc1cc(I)c(O)cc1)c(I)c2,inactive,Liver
Oc1ccc(cc1)C(=O)OCCCC,agonist,Liver
Cc1ccc(cc1)C(=O)CC(CSC(C)=O)C(=O)O,inactive,Liver
O=C(OCC)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,antagonist,Liver
c1ccccc1Oc2ccccc2,inactive,Liver
Fc1c(F)c(F)c(F)c(Br)c1F,inactive,Liver
O=C1C[C@@]5(CCCN4CCc3c(n1c2ccccc23)[C@@H]45)CC,agonist,Liver
OCc1ccc(Cl)cc1Cl,inactive,Liver
O=C(OCC=C)C(C)(C)OC(=O)c1cc(ccc1Cl)N2C(=O)C=C(N(C)C2=O)C(F)(F)F,inactive,Liver
O.CC(O)(P(O)(=O)O)P(=O)(O)O,inactive,Liver
O=C(CCCCCCC\C=C\C\C=C\C\C=C\CC)OCC,inactive,Liver
O=[N+]([O-])c1ccc(cc1)C(=O)O,inactive,Liver
CCCCCCC(CCCCCCCC)CO,inactive,Liver
O=C1C(CCc3c1c2ccccc2n3C)Cn4ccnc4C,inactive,Liver
O=Cc1ccccc1C=O,antagonist,Liver
O=C(CCCCCCCCC)OC,inactive,Liver
Cl.N[C@H](c1ccccc1)C(=O)N[C@@H]3C(=O)N2[C@@H](C(=O)OC(C)OC(=O)OCC)C(C)(C)S[C@@H]23,inactive,Liver
Oc3cccc2C(=O)c1cc(cc(O)c1C(=O)c23)CO,inactive,Liver
CCC(CCCC)CN1CC(C)(N)CN(CC(CCCC)CC)C1,antagonist,Liver
O=C(O)C(O)(CC(=O)O)CC(=O)O.O=C2c1n(C)cnc1N(C)C(=O)N2C,inactive,Liver
Cc2nc(C1CCCCC1)c(o2)c3ccc(c(F)c3)S(N)(=O)=O,antagonist,Liver
Cl.Fc1ccc(cc1)C(=O)C4CCN(CCN2C(=O)c3ccccc3NC2=S)CC4,antagonist,Liver
O=Cc1cc2ccccc2o1,inactive,Liver
O=C(O)C(O)(CC(=O)O)CC(=O)O.CN(C)CCN(Cc1ccccc1)c2ccccn2,inactive,Liver
O=C(CCCCCCCCC(=O)OCCCC)OCCCC,inactive,Liver
CC(C)OC(=O)Cc1ccccc1,inactive,Liver
COCCOCCOCCOC,inactive,Liver
O.[Na+].O.O.CCN(CC)C([S-])=S,antagonist,Liver
NS(=O)(=O)c2cc1c(NC(CSCC(F)(F)F)N(C)S1(=O)=O)cc2Cl,inactive,Liver
Fc1ccc(cc1)C(=O)CCCN2CCC(C)CC2,inactive,Liver
Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)C(=O)CC[C@@H]12)c4cc3,inactive,Liver
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,agonist,Liver
ClC1=C(Cl)[C@@]5(Cl)C(Cl)(Cl)[C@]1(Cl)[C@H]4[C@@H]3C[C@@H]([C@H]2O[C@H]23)[C@H]45,inactive,Liver
O=C(Cc1cc2OCOc2cc1C)c3sccc3S(=O)(=O)Nc4onc(C)c4Cl,antagonist,Liver
Cl.Oc1ccc(C[C@H](N)C(=O)OC)cc1O,inactive,Liver
BrC(Cl)(Cl)C(=O)O,inactive,Liver
O=C(NS(=O)(=O)c1ccc(Cl)cc1)NN2CCCC2,inactive,Liver
[Na+].[O-]S(=O)(=O)c2cccc1c2C=C\C(=[N+]=[N-])C1=O,inactive,Liver
[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCCCC,agonist,Liver
O=C(Nc1nc(C)cc(C)n1)NS(=O)(=O)c2ccccc2C(=O)OC,inactive,Liver
O=[N+]([O-])c1cc(ccc1Cl)C=O,agonist,Liver
c1ccc2Sc3ccccc3Oc2c1,agonist,Liver
CC(CC)C(N)C(=O)O,inactive,Liver
CC(O)(C=C)CC\C=C(\C)C,inactive,Liver
Clc1cc(OCC(=O)OCC(CC)CCCC)c(Cl)cc1Cl,inactive,Liver
CCN(CC)c4cc5Oc1cc(ccc1C3(OC(=O)c2ccccc23)c5cc4)N(CC)CC,agonist,Liver
Nc1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2,inactive,Liver
N1C=NC3=NC=NC3=C1NCc2ccco2,inactive,Liver
C\C=C4/C(=O)C[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CCC1=CC(=O)CC[C@@]12C,antagonist,Liver
SCCCCCCCCS,agonist,Liver
OC(C)COC(C)COCCCC,inactive,Liver
ClN1C(=O)NC(=O)N(Cl)C1=O,inactive,Liver
OCCOc1ccc(OCCO)cc1,inactive,Liver
O=C(Oc2cc(ccc2OC(=O)c1ccc(C)cc1)C(O)CNC(C)(C)C)c3ccc(C)cc3,antagonist,Liver
CCCCN(CCCC)CC(O)c4cc(Cl)cc3c4c1ccc(Cl)cc1\C3=C\c2ccc(Cl)cc2,antagonist,Liver
Nc1cc(OC)c(cc1Br)C(=O)NCCN(CC)CC,inactive,Liver
OC(Cn1cncn1)(c2ccccc2F)c3ccc(F)cc3,inactive,Liver
Cl.Cc4ccccc4N3CCN(CCc1nnc2CCCCn12)CC3,inactive,Liver
Oc1ccccc1C(=O)OC,agonist,Liver
[Br-].C[N+]1(CC)CCCC1,inactive,Liver
CC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C,antagonist,Liver
Oc1ccccc1CN(C)C,inactive,Liver
NC(=N)NC(=N)NCCCC,inactive,Liver
O[C@H]1[C@H](O)COC(O)[C@@H]1O,inactive,Liver
C/C(C)=N\NC(N)=S,agonist,Liver
C/C(C)=C\CCC(C)(C=C)OC(=O)C=Cc1ccccc1,agonist,Liver
O=C2CO[C@](CN2c1ccccc1)(CCN3CCC(NC(C)=O)(CC3)c4cccc(F)c4)c5ccc(Cl)c(Cl)c5.O=C(O)CCC(=O)O,antagonist,Liver
O=S(=O)(N(CCC)CCC)c1ccc(cc1)C(=O)O,inactive,Liver
Clc1ccc(Cl)cc1OC(C)C(=O)O,inactive,Liver
O=C(C)Oc1cccc(O)c1,inactive,Liver
O=[N+]([O-])c1cc(C=O)ccc1,inactive,Liver
ClP(Cl)(=O)OCC,inactive,Liver
O=C2CC(OC(=O)C1C(/C=C(\C)C)C1(C)C)C(C)=C2CC=C,agonist,Liver
CO[Si](C)(OC)c1ccccc1,inactive,Liver
CC(=O)C4=CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CC=C1C[C@H](CC[C@@]12C)OC(C)=O,inactive,Liver
Cl.Cl.C(NCc1ccccc1)CNCc2ccccc2,inactive,Liver
Cc1ccc(cc1)C(=C\CN2CCCC2)/c3ccccn3,inactive,Liver
CC(C)(C)C#C\C=C\CN(C)Cc2cccc1ccccc12,inactive,Liver
O=C1CCCN1CCO,inactive,Liver
OCC(N)(CO)CO,inactive,Liver
CCC\C(=N\OCC)C1=C(O)CC(CC(C)SCC)CC1=O,inactive,Liver
CN1CCN(CC1)c4ccccc4/C=C3\SCCN(c2cc(Cl)c(Cl)cc2)C3=O,antagonist,Liver
Oc2ccccc2Cc1ccc(O)cc1,inactive,Liver
Cc1cc(ccc1)[N+](=O)[O-],inactive,Liver
O.O.FB(F)F,inactive,Liver
[Cl-].c2cccc3ccc[n+](Cc1ccccc1)c23,inactive,Liver
CCOC(OCC)OCC,inactive,Liver
Oc1ccc(cc1)N3C(=O)C(CCCC)C(=O)N3c2ccccc2,antagonist,Liver
CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3,inactive,Liver
N#CC(=C)CCC#N,inactive,Liver
ClC1=C(Cl)[C@@]3(Cl)C(Cl)(Cl)[C@]1(Cl)[C@H]2COS(=O)OC[C@H]23,antagonist,Liver
CC1(C)C(C)=CC[C@@H]1CC=O,inactive,Liver
[Cl-].Cc1cccc[n+]1CCCC,inactive,Liver
O=C1CCCC(=O)O1,inactive,Liver
CN(C)C1CCCCC1,inactive,Liver
[Na+].O=[As]([O-])(O)c1ccc(N)cc1,inactive,Liver
O=C4N(CCCCN1CCN(CC1)c2ncccn2)C(=O)[C@@H]5[C@H]3CC[C@H](C3)[C@H]45,agonist,Liver
F[B-](F)(F)F.C[n+]1ccn(CCCCCC)c1,inactive,Liver
O=Cc1ccccc1O,inactive,Liver
Cl\C(=C/[C@@H]3[C@H](C(=O)O[C@H](C#N)c2cccc(Oc1ccccc1)c2)C3(C)C)C(F)(F)F,inactive,Liver
[Na+].[O-]S(=O)(=O)OCCCCCCCC,inactive,Liver
CCCCCCCCCCCC#N,agonist,Liver
NCCNCCO,inactive,Liver
Clc1c(O)cc(Cl)c(Cl)c1Cl,agonist,Liver
Nc1nc(C)ncc1CNC(=O)N(CCCl)N=O,inactive,Liver
CC(C)Oc1ccccc1OC(=O)NC,inactive,Liver
CC(=O)OCc1ccc2OCOc2c1,inactive,Liver
CC(C)CCCC(C)CC=O,agonist,Liver
O=C(Nc1ccccc1)CCl,agonist,Liver
COc1ccccc1CC(C)NC,agonist,Liver
Nc1ccc(cc1)c2ccccc2,inactive,Liver
BrC(CBr)CO,inactive,Liver
OCCS(=O)(=O)O.OCCS(=O)(=O)O.N=C(N)c1ccc(cc1)OCCCCCOc2ccc(cc2)C(=N)N,antagonist,Liver
O[C@H]1[C@@H](NC(CO)CO)C[C@](O)(CO)[C@@H](O)[C@@H]1O,inactive,Liver
O=C(OCC)C(C)Oc1ccc(cc1)Oc2nc3ccc(Cl)cc3o2,antagonist,Liver
N#Cc2cc3ccccc3c1ccccc12,inactive,Liver
Nc1c(cc(Cl)cc1Cl)[N+]([O-])=O,agonist,Liver
O=C2C(=C2c1ccccc1)c3ccccc3,antagonist,Liver
Oc1ccc(cc1O)C=4Oc5cc(O)cc(O)c5C(=O)C=4O[C@@H]3O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]3O,agonist,Liver
Cl.O=C2OC(CCN1CCCCC1)OC2(c3ccccc3)c4ccccc4,agonist,Liver
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)CC)cc2Cl,inactive,Liver
O=C(Nc1ccccc1N)c2ccc(N)cc2,antagonist,Liver
S=C1SCN(C)CN1C,antagonist,Liver
O=C(NOCC1CC1)c3ccc(F)c(F)c3Nc2ccc(I)cc2Cl,antagonist,Liver
O=C(O)c1cccc(c1)c4cccc(N\N=C2\C(=O)N(N=C2C)c3ccc(C)c(C)c3)c4O,antagonist,Liver
CC(C)(C)OCC,inactive,Liver
O=C1CCC=C1CCCCC,inactive,Liver
O=C(O)[C@H]3[C@@H]5[C@]1(C)C(=O)O[C@]5(C=C[C@@H]1O)[C@@H]4CC[C@]2(O)C[C@]34CC2=C,inactive,Liver
[Na+].[Na+].O=C([O-])c2ccc(Cl)cc2Nc1ccccc1C([O-])=O,inactive,Liver
O=C(O)[C@@H]1CCC(=O)N1,inactive,Liver
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,agonist,Liver
O=S(N)(=O)c1cc(c(OC)c(OC)c1)C(=O)O,inactive,Liver
O=C(OCC)C(Cl)Cc1cc(c(F)cc1Cl)N2N=C(C)N(C2=O)C(F)F,antagonist,Liver
Oc1ccc(cc1)c2ccc(O)cc2,inactive,Liver
CC(=O)OCCN(CCOC(C)=O)c2ccc(/N=N/c1ccc(cc1C#N)[N+]([O-])=O)cc2,antagonist,Liver
O=C(CCCCCCC/C=C\CCCCCCCC)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,inactive,Liver
CCCCN(CCCC)CCO,inactive,Liver
O=C(O)/C=C/c1ccccc1,inactive,Liver
OCCSCCCCCCCC,agonist,Liver
O=C(CCCCCCCC(=O)OCCCCCC)OCCCCCC,inactive,Liver
C[C@@H](N(C(=O)COC)c1c(C)cccc1C)C(=O)OC,inactive,Liver
O=C(OCCCC)C(C)CC,inactive,Liver
O=[N+]([O-])c1cc(N)ccc1C,inactive,Liver
CC(=O)OC2C(C)(C)C1CCC2(C)C1,inactive,Liver
Cl.CN(C)CC\C=C1\c3ccccc3CCc2ccccc12,antagonist,Liver
[K+].Cc1ccccc1C(=O)N3CC/C(=N\OS([O-])(=O)=O)c2ccc(Cl)cc23,agonist,Liver
CC(O)COCC,inactive,Liver
Oc1ccc2cc(ccc2c1)SSc3ccc4cc(O)ccc4c3,antagonist,Liver
CC2CC(CC1CCC(N)C(C)C1)CCC2N,inactive,Liver
CCCCCCCCCCCc1ccccc1,inactive,Liver
[Cl-].C[n+]1ccn(CCCCCCCCCC)c1,agonist,Liver
O=C1N=C(NC1(C)C(C)C)c2ncc(C)cc2C(=O)O,inactive,Liver
Oc1ccc(cc1)C(=O)OCCC,inactive,Liver
CN(C)CCOCCN(C)C,agonist,Liver
O=C(O)CCC(=O)O.CN(C)CCOC(C)(c1ccccn1)c2ccccc2,inactive,Liver
CC(S)CC,inactive,Liver
O=C(O)[C@H](CCC(=O)O)NC(=O)c1ccc(cc1)NCc2nc3c(nc2)nc(N)nc3N,inactive,Liver
Cl.C#CCN(C)[C@H](C)Cc1ccccc1,inactive,Liver
Oc2ccccc2/C=N/Cc1ccccc1,inactive,Liver
CC(OC(=O)c1ccccc1)COC(=O)c2ccccc2,inactive,Liver
O=C(SCCC)N(CCC)CCC,inactive,Liver
O=C(C)Nc1c(I)c(c(I)c(CNC(C)=O)c1I)C(=O)O,agonist,Liver
CC(O)CCO,inactive,Liver
O=C(NNCCC(=O)NCc1ccccc1)c2ccncc2,inactive,Liver
CCCC(=O)OCc1ccccc1,inactive,Liver
Cl.CC(C)NC(=O)c1ccc(CNNC)cc1,agonist,Liver
CC=C2CC1C=CC2C1,inactive,Liver
O=C(O)[C@@H](C)O,inactive,Liver
O=[N+]([O-])c1cc(ccc1O)[N+]([O-])=O,inactive,Liver
CC(CC)(/N=N/C(C)(CC)C#N)C#N,inactive,Liver
O.O.Cl[In](Cl)Cl,inactive,Liver
[K+].Oc1ccc(O)cc1S(=O)([O-])=O,agonist,Liver
C=C2CCC=C(C)CC[C@@H]1[C@@H]2CC1(C)C,inactive,Liver
CC(C)c1ccccc1C(C)C,inactive,Liver
COc1ccc2C[C@H]4N(C)CC[C@@]35[C@@H](Oc1c23)[C@H](O)CC[C@@H]45,inactive,Liver
NS(=O)(=O)c3cc1c(NC(NS1(=O)=O)CC2CCCC2)cc3Cl,agonist,Liver
NS(=O)(=O)c1cc2[C@H](CN(CCCOC)S(=O)(=O)c2s1)NCC,inactive,Liver
CC2(C)C1CCC2(C)C(=O)C1=O,inactive,Liver
O=C(OCCCCCC)C(CC(=O)OCCCCCC)(CC(=O)OCCCCCC)OC(=O)CCC,inactive,Liver
CCC(CCCC)COP(=O)(Oc1ccccc1)Oc2ccccc2,inactive,Liver
CC3(C)C1CC2(CC1)[C@H]3C(=O)CCC2(C)C,inactive,Liver
OC=3c4ccccc4OC(=O)C=3CC1=C(O)c2ccccc2OC1=O,antagonist,Liver
Cc3cccc2c3ccc1ccccc12,inactive,Liver
O=P(OCC)(/N=C1\SCCS1)OCC,inactive,Liver
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,inactive,Liver
N#CC=2C[C@]4(C)[C@H]5CC[C@]1(C)[C@@H](O)CC[C@H]1[C@@H]5CC[C@@]34O[C@@H]3C=2O,agonist,Liver
C=C(C)C(=O)OCC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2,antagonist,Liver
CNCCO,inactive,Liver
